name,xmin,ymin,xmax,ymax,width,height,class
tcia_pat368-hgg-71,133,118,204,179,240,240,glioma
tcia_pat368-hgg-72,132,118,204,179,240,240,glioma
tcia_pat368-hgg-75,132,117,205,181,240,240,glioma
tcia_pat368-hgg-76,132,115,205,181,240,240,glioma
tcia_pat368-hgg-70,133,118,204,179,240,240,glioma
tcia_pat368-hgg-69,134,119,204,179,240,240,glioma
tcia_pat368-hgg-77,132,118,204,182,240,240,glioma
tcia_pat368-hgg-78,132,118,203,182,240,240,glioma
tcia_pat368-hgg-68,134,119,204,179,240,240,glioma
tcia_pat368-hgg-67,135,119,204,177,240,240,glioma
tcia_pat368-hgg-79,132,118,203,182,240,240,glioma
tcia_pat368-hgg-80,132,118,202,182,240,240,glioma
tcia_pat368-hgg-66,135,119,205,177,240,240,glioma
tcia_pat368-hgg-81,132,118,202,182,240,240,glioma
tcia_pat368-hgg-65,135,119,205,176,240,240,glioma
tcia_pat368-hgg-82,132,118,202,182,240,240,glioma
tcia_pat368-hgg-64,136,119,205,175,240,240,glioma
tcia_pat368-hgg-83,131,118,202,182,240,240,glioma
tcia_pat370-hgg-77,134,69,182,99,240,240,glioma
tcia_pat370-hgg-78,135,68,181,99,240,240,glioma
tcia_pat370-hgg-75,129,69,182,93,240,240,glioma
tcia_pat370-hgg-76,133,70,182,93,240,240,glioma
tcia_pat370-hgg-79,136,69,179,99,240,240,glioma
tcia_pat370-hgg-80,138,68,177,99,240,240,glioma
tcia_pat370-hgg-74,128,68,183,93,240,240,glioma
tcia_pat370-hgg-73,123,68,186,95,240,240,glioma
tcia_pat370-hgg-81,138,68,175,99,240,240,glioma
tcia_pat370-hgg-82,139,69,174,99,240,240,glioma
tcia_pat370-hgg-72,122,68,186,96,240,240,glioma
tcia_pat370-hgg-71,99,66,186,95,240,240,glioma
tcia_pat370-hgg-83,140,69,173,101,240,240,glioma
tcia_pat370-hgg-84,140,70,171,101,240,240,glioma
tcia_pat370-hgg-70,93,64,188,97,240,240,glioma
tcia_pat370-hgg-69,92,55,189,97,240,240,glioma
tcia_pat370-hgg-85,140,72,170,101,240,240,glioma
tcia_pat370-hgg-86,141,72,168,101,240,240,glioma
tcia_pat370-hgg-67,94,54,148,83,240,240,glioma
tcia_pat370-hgg-87,141,73,168,101,240,240,glioma
tcia_pat372-hgg-80,69,56,166,130,240,240,glioma
tcia_pat372-hgg-81,68,56,165,130,240,240,glioma
tcia_pat372-hgg-79,74,55,166,128,240,240,glioma
tcia_pat372-hgg-82,68,56,165,130,240,240,glioma
tcia_pat372-hgg-83,66,56,166,130,240,240,glioma
tcia_pat372-hgg-84,66,56,165,130,240,240,glioma
tcia_pat372-hgg-77,79,56,166,123,240,240,glioma
tcia_pat372-hgg-78,78,55,166,127,240,240,glioma
tcia_pat372-hgg-85,64,56,164,130,240,240,glioma
tcia_pat372-hgg-86,63,56,166,130,240,240,glioma
tcia_pat372-hgg-87,62,56,168,130,240,240,glioma
tcia_pat372-hgg-76,81,55,166,126,240,240,glioma
tcia_pat372-hgg-75,82,55,165,124,240,240,glioma
tcia_pat372-hgg-88,62,56,164,130,240,240,glioma
tcia_pat372-hgg-74,86,55,164,123,240,240,glioma
tcia_pat372-hgg-73,87,55,164,128,240,240,glioma
tcia_pat372-hgg-89,60,56,166,130,240,240,glioma
tcia_pat372-hgg-90,58,56,166,131,240,240,glioma
tcia_pat372-hgg-72,89,54,163,128,240,240,glioma
tcia_pat372-hgg-71,89,54,162,126,240,240,glioma
tcia_pat374-hgg-73,47,72,124,129,240,240,glioma
tcia_pat374-hgg-74,47,72,124,129,240,240,glioma
tcia_pat374-hgg-75,46,71,124,129,240,240,glioma
tcia_pat374-hgg-72,47,72,124,129,240,240,glioma
tcia_pat374-hgg-71,49,71,124,128,240,240,glioma
tcia_pat374-hgg-76,46,70,124,130,240,240,glioma
tcia_pat374-hgg-77,46,70,124,127,240,240,glioma
tcia_pat374-hgg-70,50,72,123,127,240,240,glioma
tcia_pat374-hgg-78,44,87,117,117,240,240,glioma
tcia_pat374-hgg-69,49,72,123,129,240,240,glioma
tcia_pat374-hgg-79,45,69,125,126,240,240,glioma
tcia_pat374-hgg-80,46,69,125,127,240,240,glioma
tcia_pat374-hgg-81,46,69,125,130,240,240,glioma
tcia_pat374-hgg-68,52,72,122,129,240,240,glioma
tcia_pat374-hgg-82,46,68,125,129,240,240,glioma
tcia_pat374-hgg-67,55,73,122,130,240,240,glioma
tcia_pat374-hgg-83,47,66,125,127,240,240,glioma
tcia_pat374-hgg-84,78,70,123,113,240,240,glioma
tcia_pat374-hgg-66,56,73,121,132,240,240,glioma
tcia_pat374-hgg-85,78,70,123,113,240,240,glioma
tcia_pat374-hgg-103,84,85,113,107,240,240,glioma
tcia_pat374-hgg-104,84,86,113,107,240,240,glioma
tcia_pat374-hgg-105,82,84,113,108,240,240,glioma
tcia_pat374-hgg-86,54,68,112,101,240,240,glioma
tcia_pat374-hgg-87,54,67,112,101,240,240,glioma
tcia_pat374-hgg-88,54,67,113,101,240,240,glioma
tcia_pat374-hgg-89,54,67,113,103,240,240,glioma
tcia_pat374-hgg-90,54,67,114,103,240,240,glioma
tcia_pat374-hgg-91,54,68,115,103,240,240,glioma
tcia_pat374-hgg-92,54,67,116,103,240,240,glioma
tcia_pat374-hgg-93,54,66,118,103,240,240,glioma
tcia_pat374-hgg-94,54,66,121,102,240,240,glioma
tcia_pat375-hgg-79,112,129,175,163,240,240,glioma
tcia_pat375-hgg-80,114,128,174,163,240,240,glioma
tcia_pat375-hgg-81,114,127,173,163,240,240,glioma
tcia_pat375-hgg-82,120,128,170,163,240,240,glioma
tcia_pat375-hgg-83,121,127,170,163,240,240,glioma
tcia_pat375-hgg-78,112,128,175,171,240,240,glioma
tcia_pat375-hgg-77,112,129,176,171,240,240,glioma
tcia_pat375-hgg-84,121,126,169,162,240,240,glioma
tcia_pat375-hgg-85,121,126,168,161,240,240,glioma
tcia_pat375-hgg-76,110,128,178,174,240,240,glioma
tcia_pat375-hgg-75,109,129,178,175,240,240,glioma
tcia_pat375-hgg-86,120,126,168,161,240,240,glioma
tcia_pat375-hgg-87,124,126,168,160,240,240,glioma
tcia_pat375-hgg-74,108,129,180,174,240,240,glioma
tcia_pat375-hgg-73,107,129,179,174,240,240,glioma
tcia_pat375-hgg-88,126,126,164,158,240,240,glioma
tcia_pat375-hgg-72,108,129,179,174,240,240,glioma
tcia_pat375-hgg-89,129,126,163,157,240,240,glioma
tcia_pat375-hgg-71,107,130,178,179,240,240,glioma
tcia_pat375-hgg-90,130,127,162,155,240,240,glioma
tcia_pat377-hgg-75,129,64,200,151,240,240,glioma
tcia_pat377-hgg-76,129,64,200,151,240,240,glioma
tcia_pat377-hgg-77,129,64,200,151,240,240,glioma
tcia_pat377-hgg-74,128,64,200,151,240,240,glioma
tcia_pat377-hgg-78,129,64,200,151,240,240,glioma
tcia_pat377-hgg-73,128,64,200,151,240,240,glioma
tcia_pat377-hgg-79,127,64,200,151,240,240,glioma
tcia_pat377-hgg-80,126,64,201,149,240,240,glioma
tcia_pat377-hgg-81,124,66,200,149,240,240,glioma
tcia_pat377-hgg-72,129,64,200,152,240,240,glioma
tcia_pat377-hgg-82,124,66,200,148,240,240,glioma
tcia_pat377-hgg-71,129,64,199,153,240,240,glioma
tcia_pat377-hgg-83,120,66,200,146,240,240,glioma
tcia_pat377-hgg-84,118,68,200,149,240,240,glioma
tcia_pat377-hgg-70,128,63,199,153,240,240,glioma
tcia_pat377-hgg-85,118,68,200,146,240,240,glioma
tcia_pat377-hgg-86,119,68,199,145,240,240,glioma
tcia_pat377-hgg-69,128,62,199,153,240,240,glioma
tcia_pat377-hgg-87,118,68,197,145,240,240,glioma
tcia_pat377-hgg-88,118,68,196,145,240,240,glioma
tcia_pat378-hgg-72,125,82,174,112,240,240,glioma
tcia_pat378-hgg-71,126,82,173,113,240,240,glioma
tcia_pat378-hgg-73,125,81,178,112,240,240,glioma
tcia_pat378-hgg-70,126,82,173,112,240,240,glioma
tcia_pat378-hgg-69,130,83,168,108,240,240,glioma
tcia_pat378-hgg-77,125,77,188,119,240,240,glioma
tcia_pat378-hgg-78,125,77,187,119,240,240,glioma
tcia_pat378-hgg-74,125,81,177,115,240,240,glioma
tcia_pat378-hgg-75,125,79,186,117,240,240,glioma
tcia_pat378-hgg-76,125,78,186,117,240,240,glioma
tcia_pat378-hgg-79,125,76,187,120,240,240,glioma
tcia_pat378-hgg-68,138,83,166,107,240,240,glioma
tcia_pat378-hgg-80,127,76,188,120,240,240,glioma
tcia_pat378-hgg-81,129,76,187,121,240,240,glioma
tcia_pat378-hgg-82,134,76,186,120,240,240,glioma
tcia_pat378-hgg-83,134,75,186,120,240,240,glioma
tcia_pat378-hgg-84,134,75,186,118,240,240,glioma
tcia_pat390-hgg-81,96,130,177,181,240,240,glioma
tcia_pat390-hgg-82,96,130,178,181,240,240,glioma
tcia_pat390-hgg-80,96,131,176,181,240,240,glioma
tcia_pat390-hgg-83,97,129,179,181,240,240,glioma
tcia_pat390-hgg-79,96,132,175,181,240,240,glioma
tcia_pat390-hgg-84,98,129,180,181,240,240,glioma
tcia_pat390-hgg-85,98,128,181,181,240,240,glioma
tcia_pat390-hgg-78,97,132,174,180,240,240,glioma
tcia_pat390-hgg-86,97,129,181,181,240,240,glioma
tcia_pat390-hgg-87,97,128,182,181,240,240,glioma
tcia_pat390-hgg-77,96,132,172,181,240,240,glioma
tcia_pat390-hgg-88,97,128,182,181,240,240,glioma
tcia_pat390-hgg-89,97,128,183,181,240,240,glioma
tcia_pat390-hgg-76,97,133,171,181,240,240,glioma
tcia_pat390-hgg-90,97,128,183,181,240,240,glioma
tcia_pat390-hgg-75,97,133,169,181,240,240,glioma
tcia_pat390-hgg-91,98,129,183,180,240,240,glioma
tcia_pat390-hgg-92,98,128,184,179,240,240,glioma
tcia_pat390-hgg-74,97,134,168,179,240,240,glioma
tcia_pat390-hgg-93,99,128,184,179,240,240,glioma
tcia_pat391-hgg-72,142,125,202,177,240,240,glioma
tcia_pat391-hgg-71,141,125,202,177,240,240,glioma
tcia_pat391-hgg-73,143,126,201,175,240,240,glioma
tcia_pat391-hgg-74,143,126,201,175,240,240,glioma
tcia_pat391-hgg-75,144,127,201,175,240,240,glioma
tcia_pat391-hgg-70,139,124,205,177,240,240,glioma
tcia_pat391-hgg-76,144,127,200,175,240,240,glioma
tcia_pat391-hgg-69,138,124,202,177,240,240,glioma
tcia_pat391-hgg-77,144,128,200,174,240,240,glioma
tcia_pat391-hgg-68,137,123,205,179,240,240,glioma
tcia_pat391-hgg-78,146,128,200,174,240,240,glioma
tcia_pat391-hgg-67,135,121,207,179,240,240,glioma
tcia_pat391-hgg-79,147,130,199,174,240,240,glioma
tcia_pat391-hgg-80,148,131,199,173,240,240,glioma
tcia_pat391-hgg-66,134,117,208,179,240,240,glioma
tcia_pat391-hgg-65,132,114,208,180,240,240,glioma
tcia_pat391-hgg-81,150,134,198,172,240,240,glioma
tcia_pat391-hgg-82,152,135,197,171,240,240,glioma
tcia_pat391-hgg-64,132,111,208,180,240,240,glioma
tcia_pat391-hgg-63,130,110,208,181,240,240,glioma
tcia_pat392-hgg-82,49,67,175,144,240,240,glioma
tcia_pat392-hgg-81,49,65,121,145,240,240,glioma
tcia_pat392-hgg-80,50,65,120,145,240,240,glioma
tcia_pat392-hgg-79,50,65,120,144,240,240,glioma
tcia_pat392-hgg-83,50,68,177,144,240,240,glioma
tcia_pat392-hgg-78,53,66,117,143,240,240,glioma
tcia_pat392-hgg-84,49,70,178,147,240,240,glioma
tcia_pat392-hgg-77,53,66,117,143,240,240,glioma
tcia_pat392-hgg-76,50,67,115,142,240,240,glioma
tcia_pat392-hgg-85,50,68,179,169,240,240,glioma
tcia_pat392-hgg-75,50,66,115,142,240,240,glioma
tcia_pat392-hgg-74,56,67,114,121,240,240,glioma
tcia_pat392-hgg-86,50,69,179,169,240,240,glioma
tcia_pat392-hgg-73,56,67,114,121,240,240,glioma
tcia_pat392-hgg-87,50,68,178,173,240,240,glioma
tcia_pat392-hgg-72,57,68,113,122,240,240,glioma
tcia_pat392-hgg-88,48,68,176,173,240,240,glioma
tcia_pat392-hgg-71,60,68,112,122,240,240,glioma
tcia_pat392-hgg-89,49,68,176,175,240,240,glioma
tcia_pat392-hgg-70,60,69,110,122,240,240,glioma
tcia_pat394-hgg-65,100,147,138,179,240,240,glioma
tcia_pat394-hgg-64,97,146,138,180,240,240,glioma
tcia_pat394-hgg-63,88,138,139,180,240,240,glioma
tcia_pat394-hgg-62,87,137,139,180,240,240,glioma
tcia_pat394-hgg-61,87,135,139,180,240,240,glioma
tcia_pat394-hgg-60,87,134,139,180,240,240,glioma
tcia_pat394-hgg-59,87,134,140,180,240,240,glioma
tcia_pat394-hgg-58,88,132,140,179,240,240,glioma
tcia_pat394-hgg-57,88,133,141,179,240,240,glioma
tcia_pat394-hgg-56,88,132,142,177,240,240,glioma
tcia_pat394-hgg-55,88,132,143,177,240,240,glioma
tcia_pat394-hgg-54,88,132,143,177,240,240,glioma
tcia_pat394-hgg-53,88,132,145,177,240,240,glioma
tcia_pat396-hgg-73,54,57,192,127,240,240,glioma
tcia_pat396-hgg-75,53,58,192,127,240,240,glioma
tcia_pat396-hgg-74,53,58,191,127,240,240,glioma
tcia_pat396-hgg-76,53,58,191,126,240,240,glioma
tcia_pat396-hgg-77,53,59,190,126,240,240,glioma
tcia_pat396-hgg-72,54,55,192,128,240,240,glioma
tcia_pat396-hgg-78,53,60,190,126,240,240,glioma
tcia_pat396-hgg-71,54,55,192,128,240,240,glioma
tcia_pat396-hgg-79,53,60,190,126,240,240,glioma
tcia_pat396-hgg-70,54,55,190,127,240,240,glioma
tcia_pat396-hgg-80,53,59,190,125,240,240,glioma
tcia_pat396-hgg-69,54,55,190,127,240,240,glioma
tcia_pat396-hgg-81,53,59,189,125,240,240,glioma
tcia_pat396-hgg-68,55,55,190,127,240,240,glioma
tcia_pat396-hgg-82,53,60,185,125,240,240,glioma
tcia_pat396-hgg-67,55,55,187,127,240,240,glioma
tcia_pat396-hgg-83,52,60,185,125,240,240,glioma
tcia_pat396-hgg-84,52,60,183,124,240,240,glioma
tcia_pat396-hgg-66,55,55,185,127,240,240,glioma
tcia_pat396-hgg-65,76,62,160,128,240,240,glioma
tcia_pat396-hgg-85,52,61,181,123,240,240,glioma
tcia_pat399-hgg-79,82,131,188,157,240,240,glioma
tcia_pat399-hgg-80,81,132,186,157,240,240,glioma
tcia_pat399-hgg-78,80,131,189,157,240,240,glioma
tcia_pat399-hgg-81,81,133,186,157,240,240,glioma
tcia_pat399-hgg-82,81,139,182,161,240,240,glioma
tcia_pat399-hgg-77,89,131,189,160,240,240,glioma
tcia_pat399-hgg-83,80,139,182,161,240,240,glioma
tcia_pat399-hgg-76,83,131,189,172,240,240,glioma
tcia_pat399-hgg-84,80,131,181,160,240,240,glioma
tcia_pat399-hgg-75,83,131,190,173,240,240,glioma
tcia_pat399-hgg-85,80,130,181,161,240,240,glioma
tcia_pat399-hgg-74,122,133,191,176,240,240,glioma
tcia_pat399-hgg-86,80,130,181,162,240,240,glioma
tcia_pat399-hgg-73,84,134,191,175,240,240,glioma
tcia_pat399-hgg-87,80,131,181,162,240,240,glioma
tcia_pat399-hgg-72,85,134,191,175,240,240,glioma
tcia_pat399-hgg-88,81,132,181,161,240,240,glioma
tcia_pat399-hgg-71,85,134,191,175,240,240,glioma
tcia_pat399-hgg-89,82,134,179,162,240,240,glioma
tcia_pat399-hgg-70,86,135,192,175,240,240,glioma
tcia_pat399-hgg-69,92,144,165,179,240,240,glioma
tcia_pat401-hgg-73,79,53,185,116,240,240,glioma
tcia_pat401-hgg-72,79,53,183,116,240,240,glioma
tcia_pat401-hgg-74,81,53,185,116,240,240,glioma
tcia_pat401-hgg-75,81,54,186,116,240,240,glioma
tcia_pat401-hgg-76,81,54,186,116,240,240,glioma
tcia_pat401-hgg-71,79,53,182,115,240,240,glioma
tcia_pat401-hgg-77,82,55,186,116,240,240,glioma
tcia_pat401-hgg-78,83,55,186,116,240,240,glioma
tcia_pat401-hgg-79,85,55,186,117,240,240,glioma
tcia_pat401-hgg-70,81,53,182,115,240,240,glioma
tcia_pat401-hgg-80,85,54,186,118,240,240,glioma
tcia_pat401-hgg-69,81,53,181,115,240,240,glioma
tcia_pat401-hgg-81,85,55,186,119,240,240,glioma
tcia_pat401-hgg-82,85,54,187,119,240,240,glioma
tcia_pat401-hgg-68,81,53,181,115,240,240,glioma
tcia_pat401-hgg-83,82,54,187,120,240,240,glioma
tcia_pat401-hgg-84,83,54,188,120,240,240,glioma
tcia_pat401-hgg-67,82,53,180,115,240,240,glioma
tcia_pat401-hgg-85,85,54,188,120,240,240,glioma
tcia_pat401-hgg-86,87,55,188,121,240,240,glioma
tcia_pat404-hgg-85,112,118,180,173,240,240,glioma
tcia_pat404-hgg-86,113,119,180,173,240,240,glioma
tcia_pat404-hgg-83,103,117,175,173,240,240,glioma
tcia_pat404-hgg-84,109,117,176,173,240,240,glioma
tcia_pat404-hgg-87,114,119,181,167,240,240,glioma
tcia_pat404-hgg-88,116,119,181,167,240,240,glioma
tcia_pat404-hgg-90,127,120,181,167,240,240,glioma
tcia_pat404-hgg-89,127,120,181,167,240,240,glioma
tcia_pat404-hgg-82,102,117,175,173,240,240,glioma
tcia_pat404-hgg-91,127,120,181,167,240,240,glioma
tcia_pat404-hgg-81,102,118,175,172,240,240,glioma
tcia_pat404-hgg-92,127,121,180,167,240,240,glioma
tcia_pat404-hgg-93,128,119,180,168,240,240,glioma
tcia_pat404-hgg-94,128,120,180,168,240,240,glioma
tcia_pat404-hgg-80,100,117,175,172,240,240,glioma
tcia_pat404-hgg-79,101,117,176,172,240,240,glioma
tcia_pat404-hgg-95,129,120,179,168,240,240,glioma
tcia_pat404-hgg-96,129,120,179,168,240,240,glioma
tcia_pat404-hgg-78,101,117,177,172,240,240,glioma
tcia_pat404-hgg-77,101,116,177,172,240,240,glioma
tcia_pat406-hgg-67,84,132,175,179,240,240,glioma
tcia_pat406-hgg-71,82,136,176,178,240,240,glioma
tcia_pat406-hgg-72,82,136,176,177,240,240,glioma
tcia_pat406-hgg-68,84,132,175,179,240,240,glioma
tcia_pat406-hgg-73,82,137,176,175,240,240,glioma
tcia_pat406-hgg-69,82,135,175,179,240,240,glioma
tcia_pat406-hgg-74,82,137,176,174,240,240,glioma
tcia_pat406-hgg-70,82,135,175,179,240,240,glioma
tcia_pat406-hgg-66,84,132,173,179,240,240,glioma
tcia_pat406-hgg-65,84,132,173,179,240,240,glioma
tcia_pat406-hgg-75,82,136,176,173,240,240,glioma
tcia_pat406-hgg-76,83,136,175,173,240,240,glioma
tcia_pat406-hgg-64,85,130,171,181,240,240,glioma
tcia_pat406-hgg-63,85,130,171,181,240,240,glioma
tcia_pat406-hgg-77,84,136,176,169,240,240,glioma
tcia_pat406-hgg-78,84,136,175,169,240,240,glioma
tcia_pat406-hgg-62,85,129,169,181,240,240,glioma
tcia_pat409-hgg-79,86,69,179,125,240,240,glioma
tcia_pat409-hgg-80,86,69,180,125,240,240,glioma
tcia_pat409-hgg-78,88,70,178,124,240,240,glioma
tcia_pat409-hgg-81,86,69,180,125,240,240,glioma
tcia_pat409-hgg-82,86,69,180,125,240,240,glioma
tcia_pat409-hgg-77,88,78,177,125,240,240,glioma
tcia_pat409-hgg-83,84,69,180,125,240,240,glioma
tcia_pat409-hgg-76,90,78,177,123,240,240,glioma
tcia_pat409-hgg-84,85,69,181,125,240,240,glioma
tcia_pat409-hgg-75,90,78,175,116,240,240,glioma
tcia_pat409-hgg-85,86,69,181,126,240,240,glioma
tcia_pat409-hgg-74,98,83,174,116,240,240,glioma
tcia_pat409-hgg-86,86,69,181,125,240,240,glioma
tcia_pat409-hgg-87,86,69,181,126,240,240,glioma
tcia_pat409-hgg-72,102,83,172,116,240,240,glioma
tcia_pat409-hgg-88,86,69,181,126,240,240,glioma
tcia_pat409-hgg-71,142,79,171,116,240,240,glioma
tcia_pat409-hgg-89,86,69,182,127,240,240,glioma
tcia_pat411-hgg-67,91,83,166,126,240,240,glioma
tcia_pat411-hgg-66,91,83,166,126,240,240,glioma
tcia_pat411-hgg-65,92,83,168,128,240,240,glioma
tcia_pat411-hgg-64,91,81,172,127,240,240,glioma
tcia_pat411-hgg-63,91,80,172,127,240,240,glioma
tcia_pat411-hgg-62,93,80,172,125,240,240,glioma
tcia_pat411-hgg-61,130,80,173,110,240,240,glioma
tcia_pat411-hgg-60,130,80,173,111,240,240,glioma
tcia_pat411-hgg-59,130,80,174,110,240,240,glioma
tcia_pat411-hgg-58,113,80,175,111,240,240,glioma
tcia_pat411-hgg-57,108,80,175,111,240,240,glioma
tcia_pat411-hgg-56,108,79,175,110,240,240,glioma
tcia_pat411-hgg-55,108,80,176,111,240,240,glioma
tcia_pat411-hgg-54,108,81,175,110,240,240,glioma
tcia_pat411-hgg-53,108,81,175,111,240,240,glioma
tcia_pat412-hgg-84,110,59,195,111,240,240,glioma
tcia_pat412-hgg-85,110,60,197,112,240,240,glioma
tcia_pat412-hgg-82,116,59,195,111,240,240,glioma
tcia_pat412-hgg-83,111,59,195,111,240,240,glioma
tcia_pat412-hgg-81,117,59,195,111,240,240,glioma
tcia_pat412-hgg-86,110,60,197,113,240,240,glioma
tcia_pat412-hgg-80,118,60,195,111,240,240,glioma
tcia_pat412-hgg-79,118,60,195,111,240,240,glioma
tcia_pat412-hgg-77,119,60,193,112,240,240,glioma
tcia_pat412-hgg-78,118,60,193,112,240,240,glioma
tcia_pat412-hgg-87,110,60,196,113,240,240,glioma
tcia_pat412-hgg-76,120,60,188,112,240,240,glioma
tcia_pat412-hgg-88,110,60,197,113,240,240,glioma
tcia_pat412-hgg-75,120,59,188,111,240,240,glioma
tcia_pat412-hgg-89,110,60,196,115,240,240,glioma
tcia_pat412-hgg-74,119,60,188,111,240,240,glioma
tcia_pat412-hgg-90,110,60,197,114,240,240,glioma
tcia_pat412-hgg-73,119,60,194,109,240,240,glioma
tcia_pat412-hgg-91,110,60,199,114,240,240,glioma
tcia_pat412-hgg-92,110,60,196,114,240,240,glioma
tcia_pat417-hgg-77,63,118,122,167,240,240,glioma
tcia_pat417-hgg-78,70,118,125,167,240,240,glioma
tcia_pat417-hgg-76,63,120,121,167,240,240,glioma
tcia_pat417-hgg-75,62,113,121,166,240,240,glioma
tcia_pat417-hgg-79,69,118,125,167,240,240,glioma
tcia_pat417-hgg-74,61,112,121,165,240,240,glioma
tcia_pat417-hgg-73,61,111,122,166,240,240,glioma
tcia_pat417-hgg-80,69,109,125,168,240,240,glioma
tcia_pat417-hgg-72,61,111,124,165,240,240,glioma
tcia_pat417-hgg-81,69,106,128,168,240,240,glioma
tcia_pat417-hgg-82,67,105,127,168,240,240,glioma
tcia_pat417-hgg-71,63,112,124,164,240,240,glioma
tcia_pat417-hgg-83,68,104,128,169,240,240,glioma
tcia_pat417-hgg-84,71,103,128,169,240,240,glioma
tcia_pat417-hgg-85,68,99,130,170,240,240,glioma
tcia_pat417-hgg-70,63,113,125,164,240,240,glioma
tcia_pat417-hgg-86,68,99,130,170,240,240,glioma
tcia_pat417-hgg-69,64,113,125,163,240,240,glioma
tcia_pat417-hgg-87,67,98,130,170,240,240,glioma
tcia_pat417-hgg-88,66,98,130,170,240,240,glioma
tcia_pat419-hgg-78,88,121,175,180,240,240,glioma
tcia_pat419-hgg-77,89,121,175,180,240,240,glioma
tcia_pat419-hgg-79,90,121,175,179,240,240,glioma
tcia_pat419-hgg-80,90,121,176,180,240,240,glioma
tcia_pat419-hgg-81,89,120,175,180,240,240,glioma
tcia_pat419-hgg-76,89,121,175,181,240,240,glioma
tcia_pat419-hgg-82,89,121,176,180,240,240,glioma
tcia_pat419-hgg-75,88,121,175,180,240,240,glioma
tcia_pat419-hgg-74,87,120,175,180,240,240,glioma
tcia_pat419-hgg-73,87,120,175,180,240,240,glioma
tcia_pat419-hgg-83,91,120,175,180,240,240,glioma
tcia_pat419-hgg-84,89,118,175,179,240,240,glioma
tcia_pat419-hgg-72,87,121,175,181,240,240,glioma
tcia_pat419-hgg-85,91,120,174,179,240,240,glioma
tcia_pat419-hgg-71,86,121,175,181,240,240,glioma
tcia_pat419-hgg-86,91,120,173,179,240,240,glioma
tcia_pat419-hgg-87,91,121,172,179,240,240,glioma
tcia_pat419-hgg-70,86,119,175,180,240,240,glioma
tcia_pat419-hgg-69,86,120,174,180,240,240,glioma
tcia_pat419-hgg-88,92,121,172,179,240,240,glioma
tcia_pat424-hgg-91,128,126,195,175,240,240,glioma
tcia_pat424-hgg-93,129,127,196,174,240,240,glioma
tcia_pat424-hgg-89,126,126,195,176,240,240,glioma
tcia_pat424-hgg-92,128,127,196,174,240,240,glioma
tcia_pat424-hgg-94,129,128,197,174,240,240,glioma
tcia_pat424-hgg-95,130,129,196,173,240,240,glioma
tcia_pat424-hgg-87,124,126,194,177,240,240,glioma
tcia_pat424-hgg-90,127,126,195,176,240,240,glioma
tcia_pat424-hgg-88,125,126,195,176,240,240,glioma
tcia_pat424-hgg-85,122,126,199,178,240,240,glioma
tcia_pat424-hgg-96,131,129,196,173,240,240,glioma
tcia_pat424-hgg-86,124,126,197,177,240,240,glioma
tcia_pat424-hgg-97,132,130,195,173,240,240,glioma
tcia_pat424-hgg-62,133,134,189,180,240,240,glioma
tcia_pat424-hgg-61,135,134,189,180,240,240,glioma
tcia_pat424-hgg-63,130,133,197,180,240,240,glioma
tcia_pat424-hgg-99,132,132,193,171,240,240,glioma
tcia_pat424-hgg-98,132,131,195,172,240,240,glioma
tcia_pat424-hgg-65,119,131,199,179,240,240,glioma
tcia_pat424-hgg-64,128,132,197,179,240,240,glioma
tcia_pat425-hgg-63,92,148,129,181,240,240,glioma
tcia_pat425-hgg-62,92,148,131,181,240,240,glioma
tcia_pat425-hgg-61,88,146,133,181,240,240,glioma
tcia_pat425-hgg-60,89,144,135,181,240,240,glioma
tcia_pat425-hgg-59,88,143,135,181,240,240,glioma
tcia_pat425-hgg-58,88,143,137,181,240,240,glioma
tcia_pat425-hgg-57,88,140,137,181,240,240,glioma
tcia_pat425-hgg-56,88,140,137,181,240,240,glioma
tcia_pat425-hgg-55,88,141,137,181,240,240,glioma
tcia_pat425-hgg-54,88,140,139,181,240,240,glioma
tcia_pat425-hgg-53,88,141,139,181,240,240,glioma
tcia_pat425-hgg-52,88,141,137,181,240,240,glioma
tcia_pat425-hgg-51,88,140,136,183,240,240,glioma
tcia_pat429-hgg-73,119,79,180,146,240,240,glioma
tcia_pat429-hgg-74,119,79,181,148,240,240,glioma
tcia_pat429-hgg-75,118,79,181,148,240,240,glioma
tcia_pat429-hgg-78,117,76,184,148,240,240,glioma
tcia_pat429-hgg-71,129,79,179,143,240,240,glioma
tcia_pat429-hgg-76,118,78,181,148,240,240,glioma
tcia_pat429-hgg-72,129,79,180,145,240,240,glioma
tcia_pat429-hgg-70,129,79,179,140,240,240,glioma
tcia_pat429-hgg-77,117,78,182,147,240,240,glioma
tcia_pat429-hgg-79,117,76,184,143,240,240,glioma
tcia_pat429-hgg-69,129,79,177,138,240,240,glioma
tcia_pat429-hgg-80,117,76,185,141,240,240,glioma
tcia_pat429-hgg-81,117,76,185,141,240,240,glioma
tcia_pat429-hgg-82,115,76,186,141,240,240,glioma
tcia_pat429-hgg-68,130,79,177,135,240,240,glioma
tcia_pat429-hgg-67,130,78,176,131,240,240,glioma
tcia_pat429-hgg-83,115,76,186,141,240,240,glioma
tcia_pat429-hgg-84,115,76,186,142,240,240,glioma
tcia_pat429-hgg-85,115,76,186,143,240,240,glioma
tcia_pat429-hgg-66,131,79,175,120,240,240,glioma
